f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a45,5,3648.9,249.5,3956.4,4860,30,60,1
a46,4,3783.8,117.9,3942.7,1097,10,20,0
a47,6,3791.4,181.3,4014.7,5387,30,60,1
a48,5,3822.2,210.0,4071.2,5378,30,60,1
a49,3,3947.7,157.2,4143.9,1133,10,20,0
a50,2,4036.9,377.5,4458.4,867,10,20,0
a51,6,4089.9,122.4,4242.3,5318,30,60,1
a52,6,4337.9,369.3,4758.2,1190,10,20,0
a53,8,4362.9,295.4,4719.3,5500,30,60,1
a54,8,4443.8,182.4,4684.2,5500,30,60,1
a55,2,4595.9,212.9,4864.8,5216,30,60,1
a56,3,4625.9,264.9,4941.8,4667,30,60,1
a57,6,4693.9,288.2,5019.1,5345,30,60,1
a58,5,4833.3,399.3,5258.6,1093,10,20,0
a59,5,4976.7,296.9,5337.6,5079,30,60,1
a60,3,5041.4,221.1,5299.5,4535,30,60,1
a61,3,5260.5,117.5,5438.0,1193,10,20,0
a62,4,5380.1,173.9,5599.0,5443,30,60,1
a63,4,5469.7,122.8,5635.5,1093,10,20,0
a64,2,5480.8,255.2,5771.0,926,10,20,0
a65,6,5548.1,228.5,5822.6,1120,10,20,0
a66,8,5578.5,329.7,5952.2,5500,30,60,1
a67,2,5609.7,202.1,5842.8,4440,30,60,1
a68,7,5650.2,278.7,5969.9,5369,30,60,1
a69,5,5743.3,104.0,5899.3,5116,30,60,1
a70,5,5781.4,103.9,5944.3,1041,10,20,0
a71,7,5888.1,264.3,6195.4,1135,10,20,0
a72,8,5918.7,112.8,6091.5,5500,30,60,1
a73,4,5934.3,189.3,6160.6,4666,30,60,1
a74,5,5938.4,100.6,6109.0,4926,30,60,1
a75,3,5972.0,339.2,6367.2,1197,10,20,0
a76,4,6001.2,225.7,6274.9,5241,30,60,1
a77,3,6335.2,210.6,6589.8,5350,30,60,1
a78,8,6464.8,259.4,6794.2,5500,30,60,1
a79,8,6547.8,334.9,6936.7,5500,30,60,1
a80,4,6636.5,220.1,6880.6,1117,10,20,0
a81,1,6794.8,215.9,7058.7,897,10,20,0
a82,7,6847.3,384.7,7295.0,5292,30,60,1
a83,4,6875.9,187.3,7088.2,1084,10,20,0
a84,2,6928.5,248.1,7205.6,1019,10,20,0
a85,7,6999.7,308.7,7361.4,5309,30,60,1
a86,3,7008.9,132.1,7166.0,1191,10,20,0
a87,6,7061.8,200.2,7316.0,5131,30,60,1
a88,7,7126.9,245.4,7419.3,5392,30,60,1
a89,2,7139.1,106.8,7269.9,4748,30,60,1
a90,6,7161.2,142.7,7367.9,5273,30,60,1
a91,6,7207.1,330.8,7569.9,5281,30,60,1
a92,1,7253.9,198.8,7517.7,906,10,20,0
a93,3,7294.8,307.4,7659.2,961,10,20,0
a94,8,7358.9,227.4,7613.3,5500,30,60,1
a95,3,7415.2,284.6,7730.8,912,10,20,0
a96,1,7462.9,126.6,7613.5,932,10,20,0
a97,4,7547.5,394.4,7994.9,1013,10,20,0
a98,1,7726.4,221.4,7975.8,1153,10,20,0
a99,3,7766.5,162.7,7966.2,1151,10,20,0
a100,4,7767.3,290.6,8115.9,956,10,20,0
a101,4,7888.2,365.8,8313.0,962,10,20,0
a102,3,7920.8,210.3,8198.1,4940,30,60,1
