f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a55,6,3778.4,316.8,4167.2,5087,30,60,1
a56,3,3803.0,136.8,3994.8,4767,30,60,1
a57,7,3888.1,175.0,4116.1,5347,30,60,1
a58,7,3914.2,106.3,4073.5,1186,10,20,0
a59,5,3915.1,110.0,4076.1,992,10,20,0
a60,6,3990.0,330.0,4390.0,5458,30,60,1
a61,1,3993.6,337.0,4384.6,783,10,20,0
a62,7,4112.8,154.9,4335.7,5423,30,60,1
a63,5,4134.5,356.2,4553.7,5106,30,60,1
a64,3,4140.7,203.8,4382.5,5360,30,60,1
a65,5,4311.1,166.7,4521.8,1122,10,20,0
a66,1,4377.2,300.2,4716.4,1063,10,20,0
a67,6,4404.6,296.6,4741.2,5324,30,60,1
a68,4,4465.5,199.0,4735.5,1146,10,20,0
a69,7,4546.2,333.8,4940.0,5389,30,60,1
a70,7,4562.3,307.6,4898.9,5299,30,60,1
a71,2,4658.9,307.3,5001.2,873,10,20,0
a72,7,4790.4,273.2,5106.6,5400,30,60,1
a73,2,4801.4,352.7,5179.1,870,10,20,0
a74,6,4826.7,282.0,5145.7,5131,30,60,1
a75,1,4908.5,145.9,5113.4,1008,10,20,0
a76,8,4978.8,385.7,5412.5,5500,30,60,1
a77,2,5060.5,110.6,5242.1,1117,10,20,0
a78,8,5095.3,160.9,5321.2,1200,10,20,0
a79,3,5220.0,312.4,5575.4,4674,30,60,1
a80,2,5325.3,311.0,5666.3,1088,10,20,0
a81,1,5362.4,161.9,5553.3,968,10,20,0
a82,1,5431.2,187.4,5674.6,1019,10,20,0
a83,5,5506.5,164.5,5717.0,1001,10,20,0
a84,8,5686.0,334.8,6081.8,5500,30,60,1
a85,1,5774.9,122.3,5946.2,1113,10,20,0
a86,8,5895.1,143.1,6106.2,5500,30,60,1
a87,3,5971.7,116.2,6135.9,884,10,20,0
a88,7,6436.3,226.1,6734.4,5293,30,60,1
a89,5,6693.6,148.5,6883.1,1173,10,20,0
a90,6,6695.7,136.0,6895.7,5500,30,60,1
a91,5,6857.4,294.8,7196.2,5207,30,60,1
a92,4,6867.0,208.2,7137.2,1112,10,20,0
a93,1,6998.8,390.3,7444.1,902,10,20,0
a94,4,7057.4,321.2,7442.6,971,10,20,0
a95,1,7197.6,289.0,7511.6,889,10,20,0
a96,8,7246.7,161.9,7445.6,5500,30,60,1
a97,8,7268.7,184.3,7488.0,5500,30,60,1
a98,4,7336.5,210.4,7572.9,4687,30,60,1
a99,6,7424.4,176.5,7649.9,5473,30,60,1
a100,3,7562.6,358.1,7967.7,931,10,20,0
a101,8,7657.2,235.4,7951.6,1200,10,20,0
a102,7,7988.2,238.8,8294.0,1142,10,20,0
a103,7,8051.5,259.9,8336.4,5489,30,60,1
a104,3,8084.3,315.5,8449.8,4933,30,60,1
a105,4,8242.9,276.4,8563.3,1016,10,20,0
a106,5,8266.8,320.8,8651.6,4895,30,60,1
a107,1,8297.2,257.7,8581.9,707,10,20,0
a108,4,8399.7,230.0,8684.7,4650,30,60,1
a109,5,8418.3,295.4,8753.7,1056,10,20,0
a110,8,8440.3,364.6,8861.9,5500,30,60,1
a111,3,8466.1,368.8,8859.9,1126,10,20,0
a112,8,8547.6,166.3,8747.9,5500,30,60,1
a113,4,8569.2,305.8,8902.0,4944,30,60,1
a114,7,8580.1,158.2,8774.3,5426,30,60,1
a115,6,8925.3,260.1,9242.4,5216,30,60,1
a116,8,8936.8,340.8,9304.6,5500,30,60,1
a117,5,8998.8,285.2,9346.0,5326,30,60,1
a118,2,9362.6,108.4,9509.0,950,10,20,0
a119,1,9413.6,350.5,9830.1,1162,10,20,0
a120,2,9417.0,364.7,9841.7,5169,30,60,1
a121,4,9424.3,399.8,9849.1,997,10,20,0
a122,1,9445.0,104.2,9593.2,705,10,20,0
