f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a134,7,9707.9,320.9,10082.8,5429,30,60,1
a135,7,9776.1,212.5,10034.6,5327,30,60,1
a136,7,9779.3,274.8,10094.1,1159,10,20,0
a137,7,9850.8,309.7,10208.5,5351,30,60,1
a138,2,10211.6,324.5,10580.1,1177,10,20,0
a139,6,10252.8,368.7,10693.5,5182,30,60,1
a140,8,10287.8,212.3,10539.1,5500,30,60,1
a141,2,10507.5,381.6,10927.1,4467,30,60,1
a142,4,10516.2,261.3,10822.5,1074,10,20,0
a143,5,10562.0,106.4,10712.4,5137,30,60,1
a144,4,10598.6,356.1,10983.7,1027,10,20,0
a145,1,10656.2,146.1,10854.3,886,10,20,0
a146,4,10680.6,260.0,11007.6,1102,10,20,0
a147,7,10710.2,163.5,10940.7,5378,30,60,1
a148,8,10764.3,378.1,11175.4,5500,30,60,1
a149,6,10870.1,377.5,11310.6,1183,10,20,0
a150,6,10910.9,166.6,11126.5,5090,30,60,1
a151,2,11211.1,208.8,11455.9,962,10,20,0
a152,1,11373.4,119.2,11523.6,915,10,20,0
a153,6,11425.4,155.5,11628.9,1184,10,20,0
a154,6,11501.8,344.2,11894.0,5486,30,60,1
a155,5,11626.8,373.3,12047.1,4884,30,60,1
a156,1,11631.8,365.8,12032.6,1030,10,20,0
a157,5,11805.3,340.8,12188.1,989,10,20,0
a158,7,11985.6,315.2,12330.8,1180,10,20,0
a159,8,12035.5,303.7,12390.2,5500,30,60,1
a160,5,12053.3,372.6,12482.9,4973,30,60,1
a161,3,12285.2,284.4,12623.6,4665,30,60,1
a162,3,12690.9,209.3,12965.2,5367,30,60,1
