f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a51,5,3537.9,120.1,3712.0,1064,10,20,0
a52,5,3558.2,137.7,3759.9,5360,30,60,1
a53,5,3844.6,338.5,4207.1,5464,30,60,1
a54,7,3881.1,168.0,4104.1,5405,30,60,1
a55,6,3969.5,300.4,4315.9,1085,10,20,0
a56,6,3971.0,257.3,4264.3,5161,30,60,1
a57,1,4052.4,329.7,4452.1,1118,10,20,0
a58,2,4080.1,255.6,4398.7,1096,10,20,0
a59,4,4145.6,161.7,4352.3,1032,10,20,0
a60,1,4169.0,156.3,4393.3,706,10,20,0
a61,3,4203.3,215.8,4483.1,1091,10,20,0
a62,2,4346.1,373.4,4755.5,808,10,20,0
a63,8,4370.7,115.3,4521.0,5500,30,60,1
a64,6,4538.3,143.9,4741.2,5111,30,60,1
a65,7,4559.3,283.9,4893.2,1193,10,20,0
a66,6,4570.4,259.6,4894.0,1147,10,20,0
a67,2,4641.1,344.0,5022.1,1172,10,20,0
a68,7,4641.9,102.5,4789.4,5445,30,60,1
a69,6,4746.6,311.7,5099.3,5368,30,60,1
a70,3,4789.1,258.7,5087.8,978,10,20,0
a71,7,4824.7,111.0,4964.7,1137,10,20,0
a72,6,4847.5,186.1,5103.6,5448,30,60,1
a73,3,5040.8,110.8,5189.6,4871,30,60,1
a74,3,5052.5,297.4,5375.9,984,10,20,0
a75,3,5142.9,152.8,5343.7,1134,10,20,0
a76,6,5159.5,379.9,5609.4,5418,30,60,1
a77,3,5336.3,261.9,5662.2,905,10,20,0
a78,2,5539.1,112.8,5687.9,929,10,20,0
a79,7,5759.0,208.8,5996.8,5329,30,60,1
a80,3,5776.3,158.1,6002.4,1076,10,20,0
a81,7,5784.4,223.0,6035.4,5338,30,60,1
a82,3,5832.9,341.6,6198.5,847,10,20,0
a83,6,5940.1,344.8,6321.9,1159,10,20,0
a84,1,5978.4,335.6,6376.0,1191,10,20,0
a85,1,6034.0,343.7,6431.7,972,10,20,0
a86,4,6069.8,380.6,6485.4,5344,30,60,1
a87,2,6093.9,360.1,6488.0,820,10,20,0
a88,5,6131.8,203.5,6372.3,1058,10,20,0
a89,1,6134.6,296.6,6499.2,724,10,20,0
a90,1,6143.2,382.3,6569.5,4372,30,60,1
a91,6,6250.1,247.5,6534.6,5474,30,60,1
a92,6,6349.3,180.8,6577.1,5090,30,60,1
a93,6,6360.1,181.3,6602.4,5431,30,60,1
a94,6,6425.0,278.4,6762.4,1113,10,20,0
a95,5,6462.4,210.3,6703.7,1142,10,20,0
a96,4,6635.4,114.6,6820.0,992,10,20,0
a97,3,6824.5,280.3,7133.8,4909,30,60,1
a98,7,6896.8,227.9,7186.7,5305,30,60,1
a99,4,7223.5,250.7,7501.2,980,10,20,0
a100,8,7368.2,260.7,7694.9,5500,30,60,1
a101,4,7606.0,351.5,8012.5,1170,10,20,0
a102,2,7706.6,235.5,7978.1,1167,10,20,0
a103,1,7725.8,194.4,7987.2,1060,10,20,0
a104,5,7833.8,372.8,8237.6,5316,30,60,1
a105,1,8188.5,179.2,8397.7,980,10,20,0
a106,7,8377.6,287.1,8712.7,5318,30,60,1
a107,1,8378.7,159.0,8565.7,826,10,20,0
a108,1,8458.1,110.2,8601.3,1014,10,20,0
a109,8,8556.7,151.6,8765.3,5500,30,60,1
a110,1,8616.9,347.2,9019.1,1170,10,20,0
a111,4,8642.4,220.7,8926.1,1038,10,20,0
a112,2,8673.2,125.8,8834.0,773,10,20,0
a113,6,8726.0,362.2,9124.2,5290,30,60,1
a114,8,8761.9,397.7,9190.6,5500,30,60,1
a115,5,8777.7,307.6,9126.3,5235,30,60,1
a116,2,8919.6,116.1,9062.7,935,10,20,0
a117,6,8939.7,172.5,9167.2,5146,30,60,1
a118,7,9054.7,292.5,9406.2,5469,30,60,1
a119,7,9107.1,175.5,9337.6,5310,30,60,1
a120,3,9237.9,257.6,9534.5,4535,30,60,1
a121,4,9468.1,371.1,9901.2,1115,10,20,0
a122,1,9548.5,334.9,9931.4,996,10,20,0
a123,7,9896.3,190.1,10140.4,1145,10,20,0
a124,2,9898.0,361.5,10302.5,904,10,20,0
a125,1,10121.3,143.1,10325.4,703,10,20,0
a126,2,10196.4,258.9,10495.3,1152,10,20,0
a127,2,10244.1,239.7,10507.8,958,10,20,0
a128,3,10273.9,379.1,10690.0,1099,10,20,0
a129,8,10320.3,393.3,10769.6,5500,30,60,1
a130,6,10354.4,220.3,10619.7,1182,10,20,0
a131,2,10378.0,322.2,10749.2,890,10,20,0
a132,8,10388.5,157.4,10584.9,5500,30,60,1
a133,1,10505.2,245.3,10789.5,856,10,20,0
a134,6,10517.4,313.8,10859.2,1200,10,20,0
a135,3,10554.3,102.3,10708.6,1193,10,20,0
a136,2,10660.2,263.9,10957.1,4660,30,60,1
a137,6,10771.1,286.6,11089.7,1141,10,20,0
a138,3,10819.6,273.9,11141.5,1200,10,20,0
a139,7,10929.7,324.3,11290.0,5343,30,60,1
a140,5,10933.5,212.2,11206.7,5479,30,60,1
a141,5,11031.7,337.4,11423.1,4998,30,60,1
a142,3,11086.8,373.4,11500.2,1072,10,20,0
a143,5,11089.7,203.8,11322.5,1029,10,20,0
a144,5,11157.8,345.1,11568.9,5454,30,60,1
a145,5,11174.5,350.9,11571.4,4902,30,60,1
a146,4,11299.0,172.6,11496.6,966,10,20,0
a147,4,11365.1,263.4,11681.5,1077,10,20,0
a148,7,11369.9,385.1,11796.0,5445,30,60,1
a149,2,11466.0,254.9,11762.9,4367,30,60,1
a150,7,11476.6,166.0,11695.6,5288,30,60,1
a151,5,11552.3,189.2,11789.5,1066,10,20,0
a152,5,11585.4,394.7,12015.1,5231,30,60,1
a153,4,11753.6,341.2,12162.8,1194,10,20,0
a154,8,11814.9,317.6,12192.5,5500,30,60,1
a155,5,11869.1,319.6,12244.7,1157,10,20,0
a156,8,12201.3,131.8,12385.1,5500,30,60,1
a157,3,12368.9,148.6,12571.5,1084,10,20,0
a158,8,12372.0,381.1,12807.1,5500,30,60,1
a159,1,12407.2,131.1,12562.3,5035,30,60,1
a160,2,12667.0,322.4,13023.4,1121,10,20,0
a161,4,12719.8,368.9,13117.7,1033,10,20,0
a162,7,12754.6,140.8,12949.4,5338,30,60,1
