f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a43,3,2264.7,167.9,2481.6,4471,30,60,1
a44,4,2392.8,325.9,2769.7,5213,30,60,1
a45,2,2665.1,375.6,3085.7,866,10,20,0
a46,6,2670.2,304.3,3000.5,1181,10,20,0
a47,7,2748.9,338.3,3135.2,5311,30,60,1
a48,4,2755.2,394.2,3193.4,1132,10,20,0
a49,3,2765.4,136.0,2971.4,5246,30,60,1
a50,3,2880.5,195.3,3115.8,1112,10,20,0
a51,4,3088.3,346.2,3476.5,4863,30,60,1
a52,5,3113.3,224.7,3393.0,1101,10,20,0
a53,4,3148.9,127.3,3309.2,5375,30,60,1
a54,1,3185.4,126.8,3346.2,822,10,20,0
a55,4,3781.9,240.5,4062.4,1028,10,20,0
a56,8,3827.8,174.0,4025.8,5500,30,60,1
a57,3,3850.5,111.9,3993.4,1166,10,20,0
a58,7,3910.4,350.3,4297.7,1166,10,20,0
a59,8,3916.1,380.7,4366.8,5500,30,60,1
a60,5,4002.4,153.2,4183.6,5054,30,60,1
a61,6,4053.1,308.9,4428.0,5189,30,60,1
a62,5,4144.1,328.7,4505.8,997,10,20,0
a63,1,4215.9,350.1,4600.0,1121,10,20,0
a64,4,4253.4,117.0,4428.4,968,10,20,0
a65,2,4325.9,327.3,4724.2,4337,30,60,1
a66,8,4470.6,322.8,4845.4,5500,30,60,1
a67,8,4484.7,358.1,4869.8,5500,30,60,1
a68,4,4583.7,343.1,4959.8,5076,30,60,1
a69,6,4691.6,279.9,4995.5,5128,30,60,1
a70,8,4906.6,116.5,5053.1,5500,30,60,1
a71,5,4921.4,292.4,5264.8,1180,10,20,0
a72,8,5036.2,335.1,5432.3,5500,30,60,1
a73,8,5055.2,331.9,5447.1,5500,30,60,1
a74,5,5072.4,199.6,5325.0,1034,10,20,0
a75,1,5143.2,320.6,5497.8,945,10,20,0
a76,6,5226.7,110.2,5408.9,1089,10,20,0
a77,4,5385.7,214.1,5643.8,947,10,20,0
a78,7,5491.7,365.1,5908.8,5337,30,60,1
a79,5,5760.9,376.0,6197.9,5020,30,60,1
a80,2,6033.3,126.4,6192.7,913,10,20,0
a81,2,6159.8,225.0,6436.8,969,10,20,0
a82,2,6201.1,237.9,6482.0,4740,30,60,1
a83,4,6231.3,340.8,6630.1,1008,10,20,0
a84,8,6252.6,384.0,6706.6,5500,30,60,1
a85,8,6278.8,293.1,6604.9,1200,10,20,0
a86,2,6291.0,205.1,6549.1,992,10,20,0
a87,2,6338.6,357.5,6752.1,882,10,20,0
a88,5,6393.2,216.0,6662.2,1107,10,20,0
a89,6,6504.9,374.3,6907.2,5248,30,60,1
a90,2,6680.6,124.2,6863.8,845,10,20,0
a91,1,6800.1,395.1,7259.2,985,10,20,0
a92,3,6824.9,173.5,7060.4,4861,30,60,1
a93,1,6858.0,327.7,7240.7,860,10,20,0
a94,5,6914.3,317.0,7256.3,1132,10,20,0
a95,4,6968.8,148.6,7172.4,5368,30,60,1
a96,4,7087.9,126.6,7264.5,999,10,20,0
a97,2,7320.4,346.4,7729.8,927,10,20,0
a98,8,7434.5,145.5,7620.0,5500,30,60,1
a99,1,7518.0,214.8,7791.8,764,10,20,0
a100,7,7568.4,214.2,7828.6,5412,30,60,1
a101,6,7765.4,387.4,8176.8,5328,30,60,1
a102,4,7888.7,193.9,8126.6,929,10,20,0
a103,2,7951.6,384.2,8401.8,939,10,20,0
a104,8,8070.6,362.3,8502.9,5500,30,60,1
a105,1,8092.5,398.3,8533.8,764,10,20,0
a106,5,8314.9,343.9,8705.8,1105,10,20,0
a107,2,8338.1,118.0,8521.1,5089,30,60,1
a108,2,8536.9,344.4,8951.3,778,10,20,0
a109,3,8553.7,251.6,8843.3,919,10,20,0
a110,6,8559.6,276.8,8882.4,1147,10,20,0
a111,1,8611.1,398.9,9068.0,867,10,20,0
a112,4,8839.0,191.2,9073.2,1091,10,20,0
a113,7,8950.7,300.2,9312.9,5356,30,60,1
a114,6,8976.8,304.9,9316.7,5300,30,60,1
a115,8,8978.1,101.0,9137.1,5500,30,60,1
a116,6,9064.6,177.9,9290.5,5159,30,60,1
a117,3,9086.0,115.8,9234.8,5395,30,60,1
a118,5,9094.8,283.2,9417.0,1189,10,20,0
a119,4,9118.0,364.3,9547.3,1076,10,20,0
a120,4,9483.4,229.7,9758.1,4895,30,60,1
a121,3,9594.1,194.7,9813.8,875,10,20,0
a122,1,9604.4,129.7,9786.1,705,10,20,0
a123,5,9620.9,397.3,10054.2,1166,10,20,0
a124,5,9644.2,172.2,9853.4,1017,10,20,0
a125,1,9702.3,338.8,10068.1,1065,10,20,0
a126,1,9903.1,179.5,10123.6,923,10,20,0
a127,8,10064.6,151.7,10250.3,5500,30,60,1
a128,7,10109.1,198.8,10358.9,5481,30,60,1
a129,5,10110.8,309.5,10467.3,5456,30,60,1
a130,4,10133.9,274.8,10457.7,4678,30,60,1
a131,3,10135.7,331.1,10501.8,4572,30,60,1
a132,2,10141.7,267.8,10478.5,922,10,20,0
a133,1,10142.5,106.2,10306.7,737,10,20,0
a134,6,10191.1,168.1,10404.2,1086,10,20,0
a135,1,10433.3,246.0,10740.3,1147,10,20,0
a136,4,10473.4,292.3,10824.7,1161,10,20,0
a137,6,10490.0,194.6,10736.6,1147,10,20,0
a138,1,10630.9,185.8,10859.7,834,10,20,0
a139,7,10633.3,285.1,10978.4,1172,10,20,0
a140,8,10803.6,285.1,11143.7,5500,30,60,1
a141,2,11009.0,244.6,11300.6,1106,10,20,0
a142,7,11106.9,103.5,11242.4,1188,10,20,0
