f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a56,4,3314.0,263.6,3606.6,4902,30,60,1
a57,3,3499.5,347.9,3871.4,1169,10,20,0
a58,3,3587.6,152.5,3788.1,1069,10,20,0
a59,6,3639.6,254.8,3944.4,1127,10,20,0
a60,3,3742.2,334.6,4147.8,913,10,20,0
a61,7,3892.2,358.6,4302.8,5392,30,60,1
a62,5,3977.6,195.3,4232.9,5193,30,60,1
a63,4,4020.9,215.9,4306.8,1072,10,20,0
a64,3,4150.8,386.6,4565.4,1082,10,20,0
a65,8,4162.0,139.8,4353.8,5500,30,60,1
a66,5,4259.7,354.1,4648.8,5013,30,60,1
a67,7,4398.3,155.3,4622.6,1170,10,20,0
a68,6,4646.7,299.0,5000.7,5214,30,60,1
a69,7,4696.5,353.6,5088.1,1133,10,20,0
a70,4,4730.1,370.7,5164.8,1105,10,20,0
a71,1,4812.9,378.2,5263.1,879,10,20,0
a72,5,4959.2,278.4,5283.6,1135,10,20,0
a73,7,4980.3,334.3,5350.6,5292,30,60,1
a74,1,5196.4,231.2,5471.6,865,10,20,0
a75,6,5287.7,272.1,5601.8,5499,30,60,1
a76,7,5321.6,163.6,5519.2,1165,10,20,0
a77,4,5331.0,379.5,5776.5,4771,30,60,1
a78,2,5390.0,343.2,5771.2,1163,10,20,0
a79,1,5421.7,111.0,5600.7,912,10,20,0
a80,1,5637.0,365.0,6035.0,815,10,20,0
a81,3,5667.9,263.9,5957.8,4586,30,60,1
a82,2,5791.9,262.2,6095.1,1155,10,20,0
a83,8,5800.9,158.8,6009.7,5500,30,60,1
a84,2,5896.1,142.5,6102.6,1185,10,20,0
a85,7,5917.7,204.9,6152.6,5345,30,60,1
a86,3,6051.1,346.5,6424.6,1109,10,20,0
a87,1,6190.7,195.3,6424.0,4575,30,60,1
a88,5,6374.1,110.9,6510.0,1182,10,20,0
a89,4,6620.7,149.6,6810.3,1019,10,20,0
a90,2,6654.6,272.6,6955.2,4643,30,60,1
a91,7,6752.7,201.2,6992.9,1173,10,20,0
a92,5,6792.0,240.8,7056.8,5249,30,60,1
a93,3,6792.3,312.5,7128.8,1076,10,20,0
a94,7,6807.8,240.5,7088.3,5449,30,60,1
a95,4,7027.8,101.6,7153.4,5132,30,60,1
a96,1,7242.4,284.6,7592.0,824,10,20,0
a97,1,7248.0,368.3,7682.3,911,10,20,0
a98,2,7278.5,150.4,7491.9,1114,10,20,0
a99,2,7689.5,168.5,7886.0,943,10,20,0
a100,7,7723.1,120.4,7914.5,5307,30,60,1
a101,8,7752.4,219.8,8035.2,5500,30,60,1
a102,4,7779.6,349.8,8187.4,1141,10,20,0
a103,7,7992.8,259.0,8294.8,5304,30,60,1
a104,7,8000.4,336.4,8402.8,5383,30,60,1
a105,2,8011.3,189.5,8264.8,1200,10,20,0
a106,5,8070.5,114.0,8244.5,1111,10,20,0
a107,3,8149.4,381.6,8557.0,1030,10,20,0
a108,7,8176.8,105.1,8321.9,5357,30,60,1
a109,2,8180.5,161.4,8373.9,819,10,20,0
a110,6,8468.3,289.6,8804.9,5388,30,60,1
a111,4,8598.5,398.4,9063.9,5222,30,60,1
a112,5,8707.5,136.2,8902.7,1002,10,20,0
a113,1,8752.5,234.1,9041.6,1158,10,20,0
a114,3,8828.9,349.1,9207.0,1198,10,20,0
a115,3,8892.4,328.8,9258.2,883,10,20,0
a116,2,9008.9,203.3,9277.2,4652,30,60,1
a117,8,9030.4,380.1,9434.5,5500,30,60,1
a118,7,9091.6,282.5,9427.1,5480,30,60,1
a119,6,9266.7,217.6,9551.3,1154,10,20,0
a120,7,9300.4,359.5,9722.9,1144,10,20,0
a121,8,9313.6,322.5,9699.1,5500,30,60,1
a122,8,9444.3,230.6,9708.9,5500,30,60,1
