f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a67,2,4503.3,183.0,4744.3,874,10,20,0
a68,3,4510.4,294.8,4860.2,1072,10,20,0
a69,5,4512.4,158.0,4696.4,1035,10,20,0
a70,4,4518.5,205.3,4790.8,1057,10,20,0
a71,5,4784.8,307.2,5138.0,1033,10,20,0
a72,7,4871.2,301.3,5219.5,1173,10,20,0
a73,6,4873.0,207.5,5149.5,1126,10,20,0
a74,5,4911.4,110.6,5093.0,5188,30,60,1
a75,5,5183.9,185.0,5416.9,5012,30,60,1
a76,7,5473.0,364.3,5862.3,5299,30,60,1
a77,4,5721.7,279.0,6045.7,1191,10,20,0
a78,4,5911.5,133.2,6074.7,5500,30,60,1
a79,7,6050.4,194.0,6287.4,5381,30,60,1
a80,7,6099.3,156.7,6292.0,5295,30,60,1
a81,1,6166.0,262.1,6453.1,792,10,20,0
a82,4,6181.2,349.4,6558.6,4748,30,60,1
a83,6,6323.8,308.0,6684.8,5188,30,60,1
a84,6,6352.8,364.4,6749.2,1116,10,20,0
a85,6,6422.1,389.8,6849.9,5196,30,60,1
a86,3,6464.3,336.3,6837.6,989,10,20,0
a87,4,6620.5,268.6,6934.1,1104,10,20,0
a88,5,6669.1,304.8,7042.9,5268,30,60,1
a89,5,6694.8,165.9,6887.7,1089,10,20,0
a90,2,6861.3,359.9,7248.2,1114,10,20,0
a91,2,7003.4,343.1,7395.5,998,10,20,0
a92,8,7147.0,337.6,7532.6,5500,30,60,1
a93,5,7533.9,192.3,7762.2,5220,30,60,1
a94,2,7911.5,261.7,8245.2,986,10,20,0
a95,2,7987.6,354.5,8394.1,845,10,20,0
a96,2,8000.6,272.9,8342.5,1163,10,20,0
a97,5,8044.4,199.3,8304.7,1110,10,20,0
a98,8,8047.7,386.5,8498.2,1200,10,20,0
a99,2,8065.3,180.9,8316.2,1071,10,20,0
a100,5,8065.6,310.9,8440.5,999,10,20,0
a101,5,8081.2,373.4,8495.6,5102,30,60,1
a102,6,8212.0,294.2,8530.2,1116,10,20,0
a103,1,8640.5,137.1,8807.6,760,10,20,0
a104,6,8692.9,211.5,8954.4,5313,30,60,1
a105,5,8696.3,356.9,9103.2,5232,30,60,1
a106,4,8758.4,199.5,8994.9,950,10,20,0
a107,5,8881.5,147.2,9069.7,4990,30,60,1
a108,4,8883.7,149.1,9097.8,5378,30,60,1
a109,4,8891.8,345.4,9281.2,1117,10,20,0
a110,3,8959.4,158.9,9153.3,1109,10,20,0
a111,7,8982.5,350.1,9404.6,1165,10,20,0
a112,1,8991.3,360.2,9387.5,1146,10,20,0
a113,7,9037.7,107.8,9215.5,5441,30,60,1
a114,3,9040.8,314.7,9406.5,914,10,20,0
a115,6,9083.3,176.4,9317.7,5198,30,60,1
a116,8,9090.2,272.6,9391.8,5500,30,60,1
a117,5,9156.2,263.0,9454.2,5032,30,60,1
a118,8,9185.9,121.3,9365.2,5500,30,60,1
a119,5,9286.4,101.2,9444.6,1169,10,20,0
a120,2,9380.1,230.2,9660.3,846,10,20,0
a121,3,9456.6,156.8,9682.4,4986,30,60,1
a122,2,9582.8,266.7,9874.5,819,10,20,0
a123,1,9616.0,277.8,9963.8,1131,10,20,0
a124,8,9720.9,349.0,10133.9,5500,30,60,1
a125,4,9941.0,349.3,10319.3,1041,10,20,0
a126,6,9945.9,385.6,10379.5,5400,30,60,1
a127,3,10017.5,244.8,10287.3,1183,10,20,0
a128,5,10173.2,331.7,10537.9,1047,10,20,0
a129,2,10371.7,193.0,10621.7,1171,10,20,0
a130,1,10461.7,339.9,10825.6,1024,10,20,0
a131,6,10498.5,154.5,10683.0,1127,10,20,0
a132,3,10597.8,376.2,11021.0,897,10,20,0
a133,5,10599.5,147.7,10785.2,5090,30,60,1
a134,7,10718.8,380.0,11136.8,5446,30,60,1
a135,7,10731.2,291.3,11059.5,5413,30,60,1
a136,8,10736.6,216.5,11017.1,5500,30,60,1
a137,7,10903.6,110.6,11075.2,5437,30,60,1
a138,3,10926.0,346.1,11300.1,1129,10,20,0
a139,3,11067.6,261.7,11363.3,1160,10,20,0
a140,7,11074.6,254.1,11378.7,5290,30,60,1
a141,6,11097.4,103.7,11248.1,5441,30,60,1
a142,5,11108.3,108.6,11243.9,5200,30,60,1
