f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a64,1,5103.7,306.3,5473.0,980,10,20,0
a65,2,5186.8,313.4,5536.2,1137,10,20,0
a66,6,5213.3,263.6,5502.9,1129,10,20,0
a67,6,5217.9,186.6,5451.5,5441,30,60,1
a68,6,5422.5,111.9,5573.4,5199,30,60,1
a69,7,5500.8,246.3,5771.1,1137,10,20,0
a70,3,5696.2,162.4,5890.6,968,10,20,0
a71,8,5728.4,203.1,5956.5,5500,30,60,1
a72,4,5765.5,332.1,6156.6,4963,30,60,1
a73,8,5765.8,164.6,5996.4,5500,30,60,1
a74,3,5947.2,278.0,6288.2,1151,10,20,0
a75,3,5961.3,135.6,6163.9,883,10,20,0
a76,4,6045.2,239.3,6309.5,1010,10,20,0
a77,1,6070.6,352.7,6487.3,809,10,20,0
a78,8,6110.9,212.6,6358.5,5500,30,60,1
a79,4,6153.2,179.9,6397.1,1051,10,20,0
a80,6,6301.0,162.6,6487.6,5331,30,60,1
a81,8,6317.3,331.2,6708.5,5500,30,60,1
a82,6,6446.3,169.9,6654.2,5354,30,60,1
a83,2,6543.5,247.3,6822.8,1107,10,20,0
a84,5,6607.2,180.6,6846.8,5129,30,60,1
a85,5,6642.3,104.5,6806.8,5174,30,60,1
a86,2,6739.7,359.8,7149.5,1115,10,20,0
a87,5,6834.2,378.1,7244.3,5229,30,60,1
a88,1,6947.7,276.9,7292.6,1175,10,20,0
a89,4,7058.6,339.8,7460.4,1127,10,20,0
a90,1,7095.6,288.7,7441.3,954,10,20,0
a91,7,7204.1,282.3,7552.4,5328,30,60,1
a92,6,7332.5,263.0,7660.5,5119,30,60,1
a93,7,7370.5,343.3,7740.8,5429,30,60,1
a94,4,7370.9,151.5,7546.4,1133,10,20,0
a95,2,7500.0,137.4,7687.4,1013,10,20,0
a96,4,7604.3,121.9,7752.2,5085,30,60,1
a97,7,7642.5,272.0,7944.5,5355,30,60,1
a98,6,7700.2,172.5,7903.7,1148,10,20,0
a99,7,7966.7,166.8,8173.5,1183,10,20,0
a100,2,7969.7,107.7,8135.4,1144,10,20,0
a101,5,8087.5,212.5,8372.0,5426,30,60,1
a102,7,8173.0,153.8,8350.8,5350,30,60,1
a103,5,8177.8,399.1,8607.9,1025,10,20,0
a104,3,8217.7,226.7,8500.4,1200,10,20,0
a105,6,8223.9,297.5,8555.4,5491,30,60,1
a106,8,8523.8,130.2,8709.0,5500,30,60,1
a107,6,8740.1,303.2,9088.3,5422,30,60,1
a108,5,8809.1,287.3,9144.4,5444,30,60,1
a109,8,8825.0,388.3,9274.3,1200,10,20,0
a110,2,8857.2,319.7,9214.9,998,10,20,0
a111,8,8876.4,261.8,9169.2,5500,30,60,1
a112,2,8996.1,167.4,9215.5,5307,30,60,1
a113,3,9202.9,322.7,9591.6,1022,10,20,0
a114,5,9305.4,250.6,9584.0,1166,10,20,0
a115,4,9354.1,104.2,9523.3,1020,10,20,0
a116,1,9542.2,138.3,9727.5,724,10,20,0
a117,8,9613.6,194.5,9860.1,5500,30,60,1
a118,5,9634.2,293.5,9965.7,5431,30,60,1
a119,7,9641.5,166.5,9832.0,5455,30,60,1
a120,8,9657.2,107.2,9810.4,5500,30,60,1
a121,2,9732.9,131.9,9899.8,809,10,20,0
a122,6,9772.2,312.3,10149.5,5274,30,60,1
a123,4,9900.3,316.9,10286.2,4927,30,60,1
a124,2,10204.2,136.0,10400.2,950,10,20,0
a125,1,10212.6,290.6,10545.2,930,10,20,0
a126,7,10338.2,176.3,10538.5,1151,10,20,0
a127,1,10387.6,197.5,10646.1,730,10,20,0
a128,8,10389.0,116.0,10544.0,5500,30,60,1
a129,6,10407.3,332.4,10791.7,5398,30,60,1
a130,8,10407.9,376.8,10846.7,1200,10,20,0
a131,7,10410.2,396.2,10864.4,5320,30,60,1
a132,6,10477.2,110.8,10615.0,1074,10,20,0
a133,7,10495.4,353.8,10899.2,1161,10,20,0
a134,2,10533.3,167.7,10743.0,4592,30,60,1
a135,8,10567.9,189.1,10814.0,5500,30,60,1
a136,6,10631.7,360.3,11058.0,5349,30,60,1
a137,7,10957.4,131.9,11135.3,5309,30,60,1
a138,4,10979.6,228.9,11232.5,994,10,20,0
a139,7,11049.8,352.0,11468.8,5387,30,60,1
a140,1,11140.8,179.6,11366.4,995,10,20,0
a141,7,11159.1,356.2,11573.3,5456,30,60,1
a142,4,11197.5,231.5,11473.0,5049,30,60,1
