f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a85,4,7039.2,290.5,7354.7,5364,30,60,1
a86,4,7052.7,166.5,7275.2,939,10,20,0
a87,6,7095.1,289.1,7439.2,5372,30,60,1
a88,8,7301.0,243.9,7582.9,5500,30,60,1
a89,4,7411.6,124.5,7602.1,1026,10,20,0
a90,5,7583.6,237.6,7850.2,5190,30,60,1
a91,3,7645.0,168.1,7885.1,4944,30,60,1
a92,8,7670.1,286.7,8006.8,5500,30,60,1
a93,7,7715.3,145.8,7888.1,5407,30,60,1
a94,5,7718.6,307.4,8052.0,5247,30,60,1
a95,3,7819.4,259.9,8112.3,1067,10,20,0
a96,1,7917.1,199.8,8182.9,755,10,20,0
a97,6,8012.3,336.3,8389.6,5204,30,60,1
a98,2,8112.9,275.4,8431.3,5498,30,60,1
a99,7,8131.4,243.8,8447.2,1143,10,20,0
a100,8,8224.0,224.3,8491.3,1200,10,20,0
a101,5,8569.7,284.8,8888.5,1062,10,20,0
a102,5,8615.3,218.1,8892.4,1149,10,20,0
a103,1,8752.3,175.1,8978.4,1028,10,20,0
a104,8,8859.1,327.0,9219.1,5500,30,60,1
a105,5,8891.3,241.4,9166.7,5135,30,60,1
a106,3,8963.0,273.7,9267.7,1086,10,20,0
a107,3,8998.7,363.5,9391.2,5311,30,60,1
a108,6,9013.6,209.8,9264.4,5471,30,60,1
a109,3,9145.0,248.2,9436.2,5143,30,60,1
a110,7,9168.4,150.9,9360.3,5407,30,60,1
a111,5,9350.8,135.2,9545.0,1020,10,20,0
a112,5,9353.4,261.3,9676.7,5239,30,60,1
a113,7,9425.1,371.6,9838.7,1189,10,20,0
a114,7,9454.0,138.5,9627.5,5474,30,60,1
a115,5,9470.5,266.5,9784.0,5452,30,60,1
a116,1,9485.0,138.8,9647.8,980,10,20,0
a117,3,9515.2,175.7,9737.9,875,10,20,0
a118,6,9557.3,365.3,9986.6,5326,30,60,1
a119,4,9609.6,247.2,9927.8,1176,10,20,0
a120,4,9798.4,196.1,10044.5,5077,30,60,1
a121,6,9830.1,169.5,10043.6,5471,30,60,1
a122,4,9878.3,239.5,10181.8,1152,10,20,0
a123,6,9896.8,121.1,10066.9,5279,30,60,1
a124,1,9928.3,141.1,10099.4,754,10,20,0
a125,8,9939.5,212.7,10214.2,5500,30,60,1
a126,4,10027.1,285.3,10350.4,1019,10,20,0
a127,3,10211.1,360.1,10598.2,4843,30,60,1
a128,4,10259.3,204.7,10505.0,1085,10,20,0
a129,7,10488.2,291.8,10826.0,5391,30,60,1
a130,2,10683.7,179.5,10899.2,816,10,20,0
a131,1,10690.1,192.4,10933.5,1176,10,20,0
a132,8,10784.1,187.0,11003.1,5500,30,60,1
a133,1,10796.2,386.7,11241.9,1072,10,20,0
a134,4,11126.7,153.8,11345.5,1062,10,20,0
a135,7,11221.6,333.2,11582.8,1140,10,20,0
a136,2,11453.5,302.6,11826.1,1048,10,20,0
a137,8,11456.8,218.5,11699.3,5500,30,60,1
a138,7,11532.5,156.3,11730.8,5463,30,60,1
a139,3,11564.9,100.9,11721.8,1096,10,20,0
a140,4,11575.4,147.6,11794.0,1175,10,20,0
a141,1,11735.3,326.4,12090.7,870,10,20,0
a142,6,11756.5,342.8,12131.3,5079,30,60,1
a143,6,11767.4,395.6,12213.0,5256,30,60,1
a144,3,11824.1,148.2,12029.3,5295,30,60,1
a145,7,11969.9,391.4,12416.3,5317,30,60,1
a146,3,11993.9,192.3,12248.2,849,10,20,0
a147,8,12170.6,298.7,12513.3,5500,30,60,1
a148,5,12199.6,353.9,12608.5,5252,30,60,1
a149,3,12251.1,258.7,12567.8,972,10,20,0
a150,1,12272.8,261.7,12594.5,1100,10,20,0
a151,3,12367.7,112.9,12520.6,909,10,20,0
a152,2,12419.5,161.9,12625.4,1076,10,20,0
a153,7,12424.3,329.7,12799.0,5322,30,60,1
a154,8,12427.5,341.6,12821.1,5500,30,60,1
a155,6,12512.1,256.1,12816.2,5123,30,60,1
a156,1,12530.7,117.7,12682.4,4890,30,60,1
a157,4,12588.1,138.4,12767.5,1137,10,20,0
a158,5,12617.3,212.8,12901.1,5214,30,60,1
a159,5,12662.7,245.0,12936.7,1005,10,20,0
a160,1,12714.9,312.0,13093.9,847,10,20,0
a161,2,12777.8,174.9,12982.7,800,10,20,0
a162,3,12785.8,241.1,13084.9,951,10,20,0
